,Field Position,Result
6,88.0,Fumble
7,9.0,Touchdown
8,69.0,Punt
9,88.0,Punt
10,93.0,End of Half
11,79.0,Fumble
12,27.0,Interception
13,94.0,Punt
14,80.0,Punt
15,92.0,Downs
16,70.0,Punt
17,63.0,Punt
18,80.0,Punt
19,75.0,Field Goal
20,80.0,Punt
21,73.0,Touchdown
22,80.0,Downs
0,78.0,Punt
1,66.0,Punt
2,80.0,Missed FG
3,59.0,Punt
4,90.0,Punt
5,58.0,Missed FG
6,67.0,Punt
7,78.0,Punt
8,73.0,Punt
9,80.0,Punt
10,62.0,End of Half
11,74.0,Punt
12,83.0,Punt
13,48.0,Touchdown
14,82.0,Interception
15,93.0,Punt
16,61.0,Punt
17,92.0,Punt
18,43.0,Touchdown
19,80.0,Fumble
20,69.0,Downs
21,77.0,Punt
22,89.0,Punt
0,79.0,Touchdown
1,67.0,Punt
2,75.0,Touchdown
3,69.0,Punt
4,96.0,Punt
5,90.0,Punt
6,79.0,Touchdown
7,84.0,Punt
8,96.0,End of Half
9,72.0,Punt
10,81.0,Touchdown
11,79.0,Touchdown
12,72.0,Punt
13,80.0,Punt
14,70.0,Touchdown
15,67.0,Touchdown
16,54.0,Touchdown
17,79.0,Field Goal
18,49.0,Fumble
0,74.0,Fumble
1,67.0,Touchdown
2,67.0,Touchdown
3,82.0,Punt
4,59.0,Interception
5,77.0,Touchdown
6,75.0,Punt
7,56.0,Fumble
8,84.0,Touchdown
9,77.0,End of Half
10,80.0,Touchdown
11,82.0,Downs
12,99.0,Punt
13,85.0,Punt
14,51.0,Punt
15,99.0,Safety
16,60.0,Punt
17,96.0,Touchdown
18,45.0,Punt
19,82.0,Field Goal
0,64.0,Missed FG
1,77.0,Interception
2,81.0,Interception
3,84.0,Field Goal
4,80.0,Punt
5,60.0,Punt
6,87.0,Punt
7,70.0,Fumble
8,84.0,Downs
9,70.0,Punt
10,94.0,Punt
11,66.0,Punt
12,84.0,Touchdown
13,57.0,Punt
14,76.0,Punt
15,69.0,Touchdown
16,86.0,Punt
17,68.0,Punt
18,80.0,Touchdown
19,74.0,Interception
0,62.0,Punt
1,83.0,Punt
2,61.0,Punt
3,89.0,Punt
4,80.0,Punt
5,53.0,Downs
6,61.0,Punt
7,99.0,Punt
8,54.0,Field Goal
9,80.0,Downs
10,69.0,End of Half
11,74.0,Field Goal
12,76.0,Punt
13,87.0,Punt
14,71.0,Interception
15,50.0,Interception
16,92.0,Punt
17,73.0,Punt
18,53.0,Punt
19,99.0,Punt
20,72.0,Punt
21,96.0,Punt
22,80.0,Punt
23,16.0,Field Goal
0,81.0,Fumble
1,13.0,Touchdown
2,81.0,Punt
3,72.0,Punt
4,74.0,Punt
5,89.0,Punt
6,58.0,Downs
7,99.0,Safety
8,72.0,Punt
9,79.0,Field Goal
10,79.0,End of Half
11,77.0,Punt
12,75.0,Interception
13,1.0,Touchdown
14,40.0,Touchdown
15,80.0,Downs
16,63.0,Field Goal
17,80.0,Punt
18,66.0,Punt
19,12.0,Touchdown
20,80.0,Punt
0,77.0,Punt
1,78.0,Field Goal
2,78.0,Touchdown
3,64.0,Field Goal
4,75.0,Touchdown
5,65.0,Punt
6,92.0,Interception
7,52.0,Touchdown
8,79.0,Punt
9,90.0,End of Half
10,73.0,Missed FG
11,61.0,Touchdown
12,81.0,Interception
13,78.0,Punt
14,73.0,Punt
15,51.0,Punt
16,82.0,Touchdown
17,81.0,Punt
18,71.0,Downs
0,72.0,Punt
1,91.0,Punt
2,68.0,Missed FG
3,70.0,Punt
4,23.0,Field Goal
5,82.0,Fumble
6,16.0,Touchdown
7,79.0,Punt
8,81.0,Punt
9,87.0,Field Goal
10,88.0,Punt
11,76.0,Punt
12,97.0,Punt
13,56.0,Field Goal
14,72.0,Touchdown
15,80.0,Punt
16,76.0,Field Goal
17,73.0,Downs
18,64.0,Touchdown
19,74.0,Touchdown
20,72.0,End of Half
21,73.0,Punt
22,84.0,Punt
23,51.0,Punt
0,77.0,Touchdown
1,82.0,Punt
2,79.0,Touchdown
3,80.0,Punt
4,94.0,Touchdown
5,78.0,Fumble
6,13.0,Touchdown
7,82.0,Punt
8,66.0,Punt
9,81.0,Punt
10,15.0,Touchdown
11,93.0,Punt
12,84.0,Fumble
13,28.0,Field Goal
14,80.0,End of Half
15,71.0,Punt
16,52.0,Touchdown
17,78.0,Fumble
18,19.0,Field Goal
19,87.0,Punt
20,75.0,Field Goal
21,73.0,Punt
22,91.0,Punt
0,74.0,Punt
1,64.0,Touchdown
2,64.0,Punt
3,95.0,Punt
4,34.0,Downs
5,74.0,Punt
6,80.0,Downs
7,76.0,Touchdown
8,80.0,Touchdown
9,57.0,Touchdown
10,76.0,Interception
11,76.0,Punt
12,71.0,Punt
13,68.0,Punt
14,68.0,Interception
15,27.0,Touchdown
16,80.0,Interception
17,91.0,Field Goal
18,74.0,Touchdown
19,60.0,Punt
20,71.0,Punt
21,99.0,Safety
0,80.0,Touchdown
1,80.0,Fumble
2,77.0,Punt
3,66.0,Punt
4,94.0,Fumble
5,96.0,Interception
6,25.0,Field Goal
7,56.0,Field Goal
8,70.0,Fumble
9,92.0,End of Half
10,67.0,Punt
11,90.0,Touchdown
12,81.0,Punt
13,71.0,Punt
14,81.0,Interception
15,80.0,Touchdown
16,80.0,Touchdown
17,80.0,Touchdown
0,60.0,Punt
1,87.0,Interception
2,21.0,Touchdown
3,80.0,Punt
4,66.0,Touchdown
5,78.0,Touchdown
6,81.0,Punt
7,62.0,Field Goal
8,77.0,Fumble
9,33.0,Punt
10,96.0,Touchdown
11,,
12,38.0,Touchdown
13,80.0,Punt
14,54.0,Touchdown
15,80.0,End of Half
16,83.0,Missed FG
17,62.0,Interception
18,44.0,Field Goal
19,76.0,Punt
20,71.0,Punt
21,65.0,Punt
22,76.0,Touchdown
23,78.0,Downs
24,82.0,Punt
0,90.0,Punt
1,64.0,Touchdown
2,76.0,Punt
3,87.0,Fumble
4,70.0,Missed FG
5,75.0,Punt
6,81.0,Punt
7,82.0,Punt
8,82.0,Punt
9,68.0,Touchdown
10,80.0,Punt
11,48.0,Touchdown
12,80.0,End of Half
13,67.0,Punt
14,31.0,Downs
15,78.0,Punt
16,64.0,Touchdown
17,81.0,Punt
18,77.0,Touchdown
19,76.0,Punt
20,66.0,Touchdown
21,60.0,Punt
22,89.0,Interception
23,40.0,Downs
0,80.0,Missed FG
1,62.0,Touchdown
2,81.0,Fumble
3,43.0,Field Goal
4,80.0,Punt
5,77.0,Punt
6,62.0,Punt
7,80.0,Punt
8,90.0,Touchdown
9,74.0,Touchdown
10,60.0,Interception
11,74.0,Punt
12,72.0,Field Goal
13,66.0,Missed FG
14,70.0,Punt
15,96.0,Punt
16,98.0,Touchdown
17,79.0,Punt
18,74.0,Punt
19,70.0,Fumble
20,45.0,Punt
21,95.0,End of Half
0,77.0,Punt
1,89.0,Punt
2,83.0,Field Goal
3,70.0,Downs
4,98.0,Punt
5,79.0,Punt
6,62.0,Punt
7,96.0,Punt
8,56.0,Field Goal
9,92.0,Punt
10,48.0,Touchdown
11,74.0,Punt
12,61.0,Touchdown
13,64.0,Punt
14,92.0,End of Half
15,81.0,Fumble
16,32.0,Touchdown
17,80.0,Punt
18,48.0,Touchdown
19,81.0,Fumble
20,73.0,Punt
0,78.0,Punt
1,80.0,Fumble
2,23.0,Touchdown
3,83.0,Punt
4,37.0,Field Goal
5,80.0,Interception
6,34.0,Field Goal
7,82.0,Punt
8,68.0,Punt
9,81.0,Touchdown
10,80.0,Field Goal
11,93.0,Touchdown
12,85.0,End of Half
13,80.0,Interception
14,31.0,Touchdown
15,77.0,Downs
16,68.0,Punt
17,92.0,Punt
18,75.0,Field Goal
19,78.0,Punt
20,76.0,Punt
0,80.0,Touchdown
1,70.0,Touchdown
2,79.0,Field Goal
3,82.0,Punt
4,80.0,Punt
5,79.0,Field Goal
6,84.0,Punt
7,56.0,Field Goal
8,,
9,75.0,Punt
10,80.0,Punt
11,92.0,Punt
12,64.0,Touchdown
13,77.0,Touchdown
14,84.0,Touchdown
15,80.0,Punt
16,70.0,Punt
17,63.0,Touchdown
18,70.0,Touchdown
0,68.0,Punt
1,88.0,Blocked FG
2,87.0,Punt
3,68.0,Touchdown
4,64.0,Touchdown
5,75.0,Touchdown
6,77.0,Punt
7,50.0,Punt
8,86.0,Punt
9,72.0,Punt
10,69.0,Touchdown
11,70.0,Interception
12,41.0,Field Goal
13,66.0,Touchdown
14,78.0,Fumble
15,54.0,Punt
16,80.0,Punt
17,66.0,Touchdown
18,85.0,Punt
19,48.0,Punt
20,81.0,Punt
21,66.0,Fumble
22,71.0,Fumble
23,41.0,Punt
24,80.0,Interception
0,80.0,Touchdown
1,70.0,Interception
2,17.0,Touchdown
3,66.0,Punt
4,77.0,Punt
5,62.0,Downs
6,78.0,Punt
7,88.0,Punt
8,46.0,Field Goal
9,81.0,Punt
10,29.0,Field Goal
11,79.0,Downs
12,43.0,Field Goal
13,,
14,77.0,Punt
15,78.0,Field Goal
16,58.0,Interception
17,71.0,Fumble
18,85.0,Punt
19,91.0,Interception
20,55.0,Interception
0,73.0,Touchdown
1,58.0,Touchdown
2,43.0,Interception
3,81.0,Punt
4,62.0,Punt
5,76.0,Fumble
6,85.0,Punt
7,70.0,Punt
8,85.0,Field Goal
9,76.0,Missed FG
10,71.0,Punt
11,80.0,Punt
12,86.0,Punt
13,78.0,Punt
14,68.0,Interception
15,74.0,Punt
16,69.0,Touchdown
17,80.0,Punt
18,70.0,Interception
19,75.0,Touchdown
20,78.0,Field Goal
21,75.0,End of Half
0,61.0,Touchdown
1,77.0,Punt
2,55.0,Touchdown
3,87.0,Punt
4,57.0,Punt
5,92.0,Punt
6,76.0,Punt
7,68.0,Punt
8,80.0,Punt
9,93.0,Punt
10,74.0,Punt
11,82.0,Field Goal
12,,
13,90.0,Punt
14,60.0,Field Goal
15,72.0,Touchdown
16,71.0,Field Goal
17,51.0,Punt
18,80.0,Touchdown
19,75.0,Touchdown
20,73.0,Field Goal
21,73.0,Touchdown
22,86.0,Punt
23,33.0,Touchdown
24,80.0,Field Goal
0,70.0,Touchdown
1,78.0,Punt
2,80.0,Touchdown
3,50.0,Field Goal
4,57.0,Touchdown
5,73.0,Touchdown
6,61.0,Touchdown
7,37.0,Touchdown
8,71.0,Downs
9,84.0,Fumble
10,7.0,Touchdown
11,79.0,End of Half
12,74.0,Punt
13,74.0,Punt
14,65.0,Interception
15,71.0,Touchdown
16,78.0,Punt
17,68.0,Punt
18,80.0,Field Goal
19,80.0,Touchdown
20,73.0,Punt
21,68.0,Punt
22,50.0,Touchdown
23,46.0,Punt
0,68.0,Punt
1,80.0,Punt
2,88.0,Punt
3,52.0,Punt
4,80.0,Fumble
5,39.0,Interception
6,85.0,Touchdown
7,72.0,Punt
8,87.0,Touchdown
9,,
10,65.0,Field Goal
11,69.0,End of Half
12,66.0,Touchdown
13,79.0,Touchdown
14,59.0,Punt
15,90.0,Interception
16,52.0,Fumble
17,34.0,Fumble
18,84.0,Fumble
19,24.0,Fumble
20,85.0,Punt
21,76.0,Field Goal
22,59.0,Interception
0,67.0,Punt
1,59.0,Touchdown
2,79.0,Punt
3,91.0,Missed FG
4,67.0,Touchdown
5,80.0,Fumble
6,23.0,Fumble
7,97.0,Punt
8,43.0,Blocked FG
9,65.0,Punt
10,80.0,Punt
11,67.0,End of Half
12,77.0,Interception
13,12.0,Touchdown
14,80.0,Punt
15,60.0,Touchdown
16,,
17,64.0,Interception
18,65.0,Punt
19,96.0,Interception
20,80.0,Touchdown
0,80.0,Punt
1,59.0,Fumble
2,53.0,Punt
3,80.0,Punt
4,70.0,Downs
5,71.0,Punt
6,95.0,Punt
7,59.0,Punt
8,86.0,Field Goal
9,80.0,Punt
10,56.0,Punt
11,88.0,Interception
12,70.0,Field Goal
13,74.0,Punt
14,88.0,Field Goal
15,70.0,Field Goal
16,71.0,Punt
17,85.0,Punt
18,55.0,Punt
19,50.0,Punt
20,97.0,Punt
21,36.0,Field Goal
22,72.0,Punt
23,37.0,Field Goal
24,93.0,Safety
0,76.0,Punt
1,72.0,Punt
2,60.0,Punt
3,80.0,Punt
4,82.0,Interception
5,29.0,Missed FG
6,66.0,Punt
7,89.0,Field Goal
8,86.0,Touchdown
9,78.0,Punt
10,87.0,Field Goal
11,80.0,Punt
12,80.0,Interception
13,40.0,Field Goal
14,63.0,End of Half
15,76.0,Missed FG
16,63.0,Downs
17,60.0,Punt
18,86.0,Punt
19,75.0,Punt
20,82.0,Punt
21,86.0,Punt
22,60.0,Field Goal
23,77.0,Punt
24,74.0,Punt
25,69.0,Field Goal
26,80.0,Punt
27,80.0,Downs
0,80.0,Touchdown
1,23.0,Touchdown
2,80.0,Fumble
3,23.0,Field Goal
4,80.0,Punt
5,92.0,Punt
6,69.0,Field Goal
7,82.0,Fumble
8,66.0,Punt
9,71.0,Interception
10,80.0,Punt
11,56.0,Punt
12,90.0,Punt
13,90.0,Punt
14,78.0,Punt
15,41.0,Touchdown
16,82.0,Punt
17,86.0,Punt
18,82.0,Punt
19,54.0,Punt
20,85.0,Interception
21,15.0,Field Goal
22,76.0,Punt
23,48.0,Punt
0,72.0,Punt
1,29.0,Missed FG
2,71.0,Punt
3,79.0,Touchdown
4,62.0,Punt
5,78.0,Field Goal
6,80.0,Fumble
7,65.0,Touchdown
8,69.0,Fumble
9,31.0,Touchdown
10,80.0,Interception
11,65.0,Touchdown
12,64.0,Punt
13,76.0,Touchdown
14,80.0,Punt
15,49.0,Touchdown
16,58.0,End of Half
17,65.0,Touchdown
18,65.0,Downs
19,61.0,Touchdown
20,73.0,Interception
21,43.0,Downs
22,94.0,Fumble
23,70.0,Punt
24,94.0,Punt
25,37.0,Downs
0,81.0,Punt
1,62.0,Field Goal
2,80.0,Field Goal
3,75.0,Punt
4,70.0,Interception
5,62.0,Punt
6,91.0,Field Goal
7,76.0,Punt
8,67.0,Touchdown
9,80.0,Punt
10,85.0,Punt
11,88.0,Punt
12,70.0,Punt
13,29.0,Missed FG
14,79.0,Punt
15,70.0,Interception
16,43.0,Field Goal
17,80.0,Interception
18,64.0,Touchdown
19,73.0,Interception
20,78.0,Punt
21,97.0,Punt
22,49.0,Missed FG
23,85.0,Interception
24,65.0,Punt
25,92.0,Punt
26,55.0,Interception
27,54.0,Interception
0,71.0,Punt
1,62.0,Interception
2,86.0,Punt
3,63.0,Punt
4,84.0,Punt
5,44.0,Touchdown
6,77.0,Punt
7,72.0,Interception
8,55.0,Touchdown
9,63.0,Punt
10,64.0,Touchdown
11,,
12,81.0,Punt
13,82.0,Interception
14,60.0,Punt
15,83.0,Punt
16,60.0,Fumble
17,98.0,Interception
18,92.0,Touchdown
19,41.0,Touchdown
20,88.0,Downs
0,76.0,Punt
1,74.0,Punt
2,94.0,Field Goal
3,,
4,74.0,Touchdown
5,78.0,Field Goal
6,68.0,Punt
7,71.0,Field Goal
8,75.0,Punt
9,77.0,Missed FG
10,74.0,Punt
11,80.0,Field Goal
12,77.0,Touchdown
13,74.0,Fumble
14,47.0,Field Goal
15,73.0,Punt
16,71.0,Punt
17,80.0,Downs
18,62.0,Touchdown
19,77.0,Missed FG
0,77.0,Touchdown
1,71.0,Punt
2,80.0,Touchdown
3,71.0,Punt
4,63.0,Touchdown
5,73.0,Fumble
6,66.0,Touchdown
7,81.0,Interception
8,17.0,Field Goal
9,74.0,Field Goal
10,73.0,Interception
11,61.0,Touchdown
12,65.0,Interception
13,53.0,Touchdown
14,60.0,Touchdown
15,77.0,Downs
16,72.0,Punt
17,71.0,Punt
0,60.0,Punt
1,86.0,Downs
2,69.0,Field Goal
3,71.0,Touchdown
4,73.0,Punt
5,86.0,Touchdown
6,80.0,Interception
7,15.0,Touchdown
8,57.0,End of Half
9,84.0,Missed FG
10,55.0,Fumble
11,52.0,Field Goal
12,80.0,Downs
13,99.0,Touchdown
14,60.0,Punt
15,89.0,Punt
16,45.0,Punt
17,86.0,Punt
0,69.0,Punt
1,80.0,Punt
2,57.0,Punt
3,86.0,Punt
4,61.0,Touchdown
5,75.0,Punt
6,78.0,Punt
7,10.0,Touchdown
8,80.0,Punt
9,78.0,Touchdown
10,80.0,Downs
11,62.0,End of Half
12,63.0,Touchdown
13,82.0,Punt
14,88.0,Punt
15,47.0,Fumble
16,66.0,Touchdown
17,85.0,Field Goal
18,73.0,Touchdown
19,83.0,Punt
20,94.0,Interception
0,83.0,Punt
1,56.0,Punt
2,80.0,Touchdown
3,68.0,Downs
4,41.0,Touchdown
5,67.0,Punt
6,84.0,Field Goal
7,68.0,Punt
8,81.0,Missed FG
9,67.0,Missed FG
10,66.0,Field Goal
11,,
12,65.0,Touchdown
13,84.0,Punt
14,65.0,Punt
15,64.0,Touchdown
16,78.0,Interception
17,51.0,Punt
18,88.0,Interception
19,2.0,Downs
20,99.0,Interception
21,18.0,Field Goal
22,60.0,Blocked Punt
23,48.0,Downs
24,60.0,Punt
25,88.0,Punt
0,72.0,Punt
1,74.0,Punt
2,82.0,Punt
3,49.0,Punt
4,83.0,Punt
5,39.0,Field Goal
6,82.0,Punt
7,77.0,Punt
8,76.0,Touchdown
9,73.0,Punt
10,70.0,Punt
11,91.0,Touchdown
12,72.0,End of Half
13,64.0,Field Goal
14,65.0,Field Goal
15,77.0,Punt
16,76.0,Punt
17,76.0,Fumble
18,97.0,Fumble
19,,
20,70.0,Punt
21,74.0,Interception
0,90.0,Touchdown
1,81.0,Field Goal
2,78.0,Touchdown
3,79.0,Punt
4,96.0,Punt
5,55.0,Punt
6,86.0,Punt
7,92.0,Punt
8,41.0,Touchdown
9,71.0,Punt
10,93.0,End of Half
11,65.0,Punt
12,98.0,Punt
13,60.0,Field Goal
14,69.0,Punt
15,90.0,Interception
16,62.0,Interception
17,93.0,Touchdown
18,78.0,Downs
19,31.0,Touchdown
0,82.0,Interception
1,75.0,Interception
2,54.0,Punt
3,71.0,Punt
4,67.0,Touchdown
5,89.0,Punt
6,30.0,Interception
7,80.0,Punt
8,54.0,Touchdown
9,80.0,Punt
10,67.0,Interception
11,59.0,Punt
12,75.0,Punt
13,67.0,Touchdown
14,74.0,Punt
15,68.0,Interception
16,73.0,Touchdown
17,80.0,Punt
18,68.0,Punt
19,70.0,Punt
20,93.0,Punt
21,39.0,Punt
22,89.0,Touchdown
23,80.0,Punt
24,64.0,Punt
25,80.0,Downs
0,81.0,Punt
1,67.0,Punt
2,84.0,Punt
3,78.0,Punt
4,87.0,Interception
5,7.0,Touchdown
6,85.0,Missed FG
7,67.0,Punt
8,78.0,Punt
9,96.0,Safety
10,73.0,Punt
11,84.0,Punt
12,90.0,Missed FG
13,62.0,Punt
14,88.0,Punt
15,56.0,Punt
16,86.0,Downs
17,85.0,Punt
18,77.0,Interception
19,27.0,Touchdown
20,80.0,Punt
21,66.0,Field Goal
22,78.0,Touchdown
23,64.0,Punt
24,20.0,Field Goal
25,60.0,Interception
0,90.0,Fumble
1,4.0,Touchdown
2,81.0,Punt
3,75.0,Punt
4,86.0,Interception
5,4.0,Touchdown
6,80.0,Interception
7,80.0,Punt
8,90.0,Punt
9,93.0,Touchdown
10,74.0,Punt
11,97.0,Field Goal
12,,
13,71.0,Punt
14,84.0,Fumble
15,66.0,Touchdown
16,80.0,Punt
17,78.0,Missed FG
18,72.0,Punt
19,79.0,Touchdown
20,82.0,Downs
0,80.0,Touchdown
1,85.0,Punt
2,57.0,Punt
3,58.0,Punt
4,84.0,Punt
5,61.0,Field Goal
6,79.0,Interception
7,54.0,Fumble
8,58.0,Fumble
9,59.0,Touchdown
10,82.0,Punt
11,63.0,Touchdown
12,,
13,80.0,Punt
14,87.0,Touchdown
15,80.0,Touchdown
16,80.0,Punt
17,87.0,Field Goal
18,80.0,Punt
19,80.0,Touchdown
20,43.0,Field Goal
21,76.0,Interception
0,73.0,Punt
1,70.0,Punt
2,93.0,Interception
3,4.0,Touchdown
4,21.0,Field Goal
5,63.0,Touchdown
6,80.0,Punt
7,60.0,Field Goal
8,83.0,Interception
9,19.0,Touchdown
10,75.0,Missed FG
11,60.0,Punt
12,91.0,Punt
13,59.0,Fumble
14,51.0,Touchdown
15,,
16,83.0,Interception
17,77.0,Punt
18,65.0,Interception
19,80.0,Punt
20,79.0,Fumble
21,15.0,Field Goal
22,82.0,Touchdown
23,71.0,Touchdown
24,79.0,Touchdown
25,80.0,Punt
26,60.0,Touchdown
27,80.0,Punt
28,66.0,Field Goal
29,80.0,Interception
0,66.0,Fumble
1,73.0,Punt
2,84.0,Punt
3,70.0,Interception
4,80.0,Punt
5,79.0,Punt
6,88.0,Interception
7,29.0,Touchdown
8,78.0,Punt
9,69.0,Punt
10,56.0,Punt
11,83.0,Punt
12,46.0,Touchdown
13,75.0,Touchdown
14,63.0,Field Goal
15,80.0,End of Half
16,80.0,Punt
17,55.0,Touchdown
18,80.0,Punt
19,48.0,Punt
20,81.0,Interception
21,20.0,Touchdown
22,76.0,Punt
23,88.0,Punt
24,44.0,Field Goal
25,69.0,Punt
26,83.0,Fumble
27,58.0,Punt
28,91.0,Interception
0,81.0,Touchdown
1,73.0,Punt
2,82.0,Punt
3,87.0,Punt
4,56.0,Punt
5,91.0,Interception
6,75.0,Fumble
7,36.0,Field Goal
8,45.0,Touchdown
9,65.0,Punt
10,25.0,Field Goal
11,77.0,Punt
12,45.0,Touchdown
13,68.0,Field Goal
14,73.0,Punt
15,80.0,Punt
16,75.0,Punt
17,81.0,Punt
18,82.0,Punt
19,93.0,Punt
20,32.0,Punt
21,74.0,Punt
22,84.0,Fumble
23,91.0,Punt
24,46.0,Touchdown
0,69.0,Punt
1,70.0,Punt
2,80.0,Punt
3,60.0,Punt
4,80.0,Fumble
5,23.0,Field Goal
6,88.0,Punt
7,59.0,Punt
8,76.0,Punt
9,63.0,Field Goal
10,81.0,Punt
11,92.0,End of Half
12,,
13,86.0,Touchdown
14,82.0,Field Goal
15,78.0,Punt
16,73.0,Touchdown
17,80.0,Punt
18,75.0,Punt
19,76.0,Punt
20,53.0,Touchdown
0,84.0,Interception
1,87.0,Punt
2,69.0,Punt
3,74.0,Punt
4,53.0,Fumble
5,58.0,Punt
6,81.0,Interception
7,29.0,Touchdown
8,74.0,Field Goal
9,73.0,Punt
10,90.0,Field Goal
11,34.0,Field Goal
12,67.0,End of Half
13,62.0,Punt
14,80.0,Field Goal
15,90.0,Punt
16,72.0,Touchdown
17,68.0,Downs
18,37.0,Touchdown
19,71.0,Interception
20,66.0,Touchdown
21,80.0,Interception
0,80.0,Punt
1,44.0,Punt
2,88.0,Punt
3,59.0,Punt
4,85.0,Punt
5,68.0,Field Goal
6,77.0,Interception
7,13.0,Field Goal
8,74.0,Fumble
9,46.0,Field Goal
10,74.0,Punt
11,71.0,Touchdown
12,85.0,End of Half
13,76.0,Punt
14,30.0,Touchdown
15,74.0,Punt
16,99.0,Punt
17,70.0,Punt
18,61.0,Fumble
19,49.0,Touchdown
20,71.0,Downs
21,72.0,Interception
22,34.0,Fumble
23,85.0,Downs
24,99.0,Interception
25,89.0,Punt
0,80.0,Punt
1,94.0,Field Goal
2,78.0,Touchdown
3,73.0,Fumble
4,30.0,Touchdown
5,80.0,Touchdown
6,92.0,Missed FG
7,62.0,Punt
8,65.0,Touchdown
9,80.0,End of Half
10,83.0,Punt
11,92.0,Punt
12,56.0,Punt
13,62.0,Touchdown
14,80.0,Punt
15,80.0,Punt
16,63.0,Field Goal
17,80.0,Punt
18,87.0,Fumble
19,8.0,Touchdown
20,71.0,Punt
21,92.0,Fumble
22,83.0,Punt
0,80.0,Punt
1,80.0,Field Goal
2,80.0,Interception
3,72.0,Punt
4,90.0,Punt
5,62.0,Punt
6,91.0,Touchdown
7,76.0,Downs
8,78.0,Punt
9,88.0,Punt
10,63.0,Punt
11,88.0,Punt
12,52.0,Interception
13,82.0,Touchdown
14,78.0,Punt
15,80.0,Punt
16,98.0,Punt
17,94.0,Punt
18,62.0,Touchdown
19,80.0,Downs
0,76.0,Punt
1,81.0,Punt
2,80.0,Punt
3,61.0,Fumble
4,21.0,Field Goal
5,14.0,Touchdown
6,85.0,Punt
7,51.0,Touchdown
8,77.0,Punt
9,49.0,Downs
10,92.0,Punt
11,60.0,Field Goal
12,66.0,End of Half
13,63.0,Touchdown
14,70.0,Field Goal
15,,
16,41.0,Touchdown
17,67.0,Punt
18,84.0,Touchdown
19,38.0,Touchdown
20,74.0,Touchdown
21,74.0,Punt
22,81.0,Missed FG
23,59.0,Touchdown
24,74.0,Downs
25,27.0,Downs
0,71.0,Punt
1,85.0,Punt
2,70.0,Touchdown
3,78.0,Punt
4,73.0,Punt
5,77.0,Field Goal
6,88.0,Interception
7,34.0,Field Goal
8,70.0,Punt
9,75.0,Punt
10,72.0,Punt
11,82.0,Punt
12,78.0,Punt
13,82.0,Punt
14,89.0,Touchdown
15,61.0,Field Goal
16,,
17,74.0,Field Goal
18,78.0,Fumble
19,42.0,Punt
20,80.0,Punt
21,70.0,Touchdown
22,79.0,Punt
23,90.0,Punt
24,94.0,Punt
0,66.0,Punt
1,80.0,Punt
2,65.0,Punt
3,90.0,Punt
4,65.0,Punt
5,87.0,Punt
6,65.0,Field Goal
7,75.0,Punt
8,92.0,Punt
9,55.0,Punt
10,80.0,Punt
11,45.0,Field Goal
12,60.0,Punt
13,84.0,Downs
14,79.0,Punt
15,51.0,Field Goal
16,,
17,72.0,Fumble
18,67.0,Punt
19,29.0,Touchdown
20,,
21,74.0,Touchdown
22,67.0,Touchdown
23,81.0,Touchdown
24,74.0,Punt
25,55.0,Downs
0,72.0,Interception
1,59.0,Touchdown
2,79.0,Punt
3,71.0,Punt
4,89.0,Punt
5,63.0,Interception
6,27.0,Touchdown
7,78.0,Touchdown
8,75.0,Punt
9,80.0,Touchdown
10,37.0,Field Goal
11,80.0,End of Half
12,80.0,Punt
13,53.0,Field Goal
14,62.0,Punt
15,83.0,Punt
16,53.0,Field Goal
17,92.0,Field Goal
18,74.0,Downs
0,80.0,Field Goal
1,60.0,Punt
2,95.0,Punt
3,80.0,Punt
4,54.0,Touchdown
5,57.0,Interception
6,35.0,Field Goal
7,80.0,Touchdown
8,71.0,Punt
9,93.0,Punt
10,74.0,End of Half
11,79.0,Touchdown
12,74.0,Touchdown
13,80.0,Punt
14,66.0,Field Goal
15,74.0,Punt
16,95.0,Touchdown
17,81.0,Interception
18,62.0,Punt
19,92.0,Punt
20,70.0,Punt
21,97.0,Punt
0,74.0,Touchdown
1,81.0,Touchdown
2,87.0,Touchdown
3,80.0,Punt
4,91.0,Punt
5,59.0,Punt
6,75.0,Touchdown
7,80.0,Interception
8,74.0,Interception
9,76.0,Punt
10,91.0,Interception
11,57.0,End of Half
12,76.0,Punt
13,62.0,Punt
14,67.0,Touchdown
15,79.0,Punt
16,80.0,Punt
17,69.0,Punt
18,80.0,Interception
19,20.0,Field Goal
20,49.0,Touchdown
21,69.0,Punt
22,75.0,Fumble
23,31.0,Field Goal
24,80.0,Interception
0,60.0,Touchdown
1,70.0,Interception
2,10.0,Touchdown
3,76.0,Punt
4,84.0,Field Goal
5,78.0,Punt
6,79.0,Punt
7,89.0,Touchdown
8,54.0,Touchdown
9,70.0,Interception
10,43.0,Touchdown
11,68.0,Punt
12,,
13,21.0,Field Goal
14,78.0,Downs
15,71.0,Fumble
16,42.0,Field Goal
17,23.0,Touchdown
18,90.0,Touchdown
19,78.0,Missed FG
20,63.0,Punt
21,81.0,Downs
22,84.0,Punt
0,77.0,Touchdown
1,80.0,Touchdown
2,54.0,Punt
3,91.0,Fumble
4,80.0,Touchdown
5,78.0,Missed FG
6,76.0,Interception
7,82.0,Punt
8,80.0,Touchdown
9,67.0,Interception
10,66.0,Missed FG
11,72.0,Punt
12,68.0,Touchdown
13,62.0,Missed FG
